Year of Birth,Gender,Ethnicity,Child's First Name,Count,Rank
1900,FEMALE,SOUTH AFRICA,Isabelle,15,37
1900,FEMALE,SOUTH AFRICA,Anya,15,37
1900,FEMALE,SOUTH AFRICA,Anya,15,37
1900,FEMALE,SOUTH AFRICA,Selena,15,37
1900,FEMALE,SOUTH AFRICA,Shirley,15,37
1900,FEMALE,SOUTH AFRICA,Crystal,15,37
1900,FEMALE,SOUTH AFRICA,Daphne,14,38
1900,FEMALE,SOUTH AFRICA,Christina,14,38
1900,FEMALE,SOUTH AFRICA,Riya,14,38
1900,FEMALE,SOUTH AFRICA,Zahra,14,38
1900,FEMALE,SOUTH AFRICA,Serena,14,38
1900,FEMALE,SOUTH AFRICA,Riya,14,38
1900,FEMALE,SOUTH AFRICA,Madelyn,14,38
1900,FEMALE,SOUTH AFRICA,Manha,14,38
1900,FEMALE,SOUTH AFRICA,Manha,14,38
1900,FEMALE,SOUTH AFRICA,Chelsea,14,38
1900,FEMALE,SOUTH AFRICA,Megan,14,38
1900,FEMALE,SOUTH AFRICA,Jenna,14,38
1900,FEMALE,SOUTH AFRICA,Chelsea,14,38
1900,FEMALE,SOUTH AFRICA,Jenna,14,38
1900,FEMALE,SOUTH AFRICA,Daphne,14,38
1900,FEMALE,SOUTH AFRICA,Serena,14,38
1900,FEMALE,SOUTH AFRICA,Madelyn,14,38
1900,FEMALE,SOUTH AFRICA,Joyce,14,38
1900,FEMALE,SOUTH AFRICA,Zahra,14,38
1900,FEMALE,SOUTH AFRICA,Joyce,14,38
1900,FEMALE,SOUTH AFRICA,Anika,13,39
1900,FEMALE,SOUTH AFRICA,Stephanie,13,39
1900,FEMALE,SOUTH AFRICA,Keira,13,39
1900,FEMALE,SOUTH AFRICA,Helen,13,39
1900,FEMALE,SOUTH AFRICA,Inaaya,13,39
1900,FEMALE,SOUTH AFRICA,Sydney,13,39
1900,FEMALE,SOUTH AFRICA,Josephine,13,39
1900,FEMALE,SOUTH AFRICA,Summer,13,39
1900,FEMALE,SOUTH AFRICA,Summer,13,39
1900,FEMALE,SOUTH AFRICA,Stephanie,13,39
1900,FEMALE,SOUTH AFRICA,Tina,13,39
1900,FEMALE,SOUTH AFRICA,Stella,13,39
1900,FEMALE,SOUTH AFRICA,Scarlett,13,39
1900,FEMALE,SOUTH AFRICA,Stella,13,39
1900,FEMALE,SOUTH AFRICA,Keira,13,39
1900,FEMALE,SOUTH AFRICA,Lauren,13,39
1900,FEMALE,SOUTH AFRICA,Isabel,13,39
1900,FEMALE,SOUTH AFRICA,Sydney,13,39
1900,FEMALE,SOUTH AFRICA,Scarlett,13,39
1900,FEMALE,SOUTH AFRICA,Lauren,13,39
1900,FEMALE,SOUTH AFRICA,Miranda,13,39
1900,FEMALE,SOUTH AFRICA,Anika,13,39
1900,FEMALE,SOUTH AFRICA,Tina,13,39
1900,FEMALE,SOUTH AFRICA,Isabel,13,39
1900,FEMALE,SOUTH AFRICA,Elena,13,39
1900,FEMALE,SOUTH AFRICA,Helen,13,39
1900,FEMALE,SOUTH AFRICA,Josephine,13,39
1900,FEMALE,SOUTH AFRICA,Elena,13,39
1900,FEMALE,SOUTH AFRICA,Inaaya,13,39
1900,FEMALE,SOUTH AFRICA,Miranda,13,39
1900,FEMALE,SOUTH AFRICA,Raina,12,40
1900,FEMALE,SOUTH AFRICA,Karen,12,40
1900,FEMALE,SOUTH AFRICA,Kate,12,40
1900,FEMALE,SOUTH AFRICA,Elina,12,40
1900,FEMALE,SOUTH AFRICA,Allison,12,40
1900,FEMALE,SOUTH AFRICA,Queenie,12,40
1900,FEMALE,SOUTH AFRICA,Karen,12,40
1900,FEMALE,SOUTH AFRICA,Naomi,12,40
1900,FEMALE,SOUTH AFRICA,Naomi,12,40
1900,FEMALE,SOUTH AFRICA,Sabrina,12,40
1900,FEMALE,SOUTH AFRICA,Raina,12,40
1900,FEMALE,SOUTH AFRICA,Katelyn,12,40
1900,FEMALE,SOUTH AFRICA,Katelyn,12,40
1900,FEMALE,SOUTH AFRICA,Allison,12,40
1900,FEMALE,SOUTH AFRICA,Sabrina,12,40
1900,FEMALE,SOUTH AFRICA,Queenie,12,40
1900,FEMALE,SOUTH AFRICA,Elina,12,40
1900,FEMALE,SOUTH AFRICA,Cecilia,12,40
1900,FEMALE,SOUTH AFRICA,Kate,12,40
1900,FEMALE,SOUTH AFRICA,Cecilia,12,40
1900,FEMALE,SOUTH AFRICA,Sylvia,11,41
1900,FEMALE,SOUTH AFRICA,Penelope,11,41
1900,FEMALE,SOUTH AFRICA,Madeline,11,41
1900,FEMALE,SOUTH AFRICA,Hana,11,41
1900,FEMALE,SOUTH AFRICA,Sarina,11,41
1900,FEMALE,SOUTH AFRICA,Samara,11,41
1900,FEMALE,SOUTH AFRICA,Elise,11,41
1900,FEMALE,SOUTH AFRICA,Jannat,11,41
1900,FEMALE,SOUTH AFRICA,Karina,11,41
1900,FEMALE,SOUTH AFRICA,Penelope,11,41
1900,FEMALE,SOUTH AFRICA,Sarina,11,41
1900,FEMALE,SOUTH AFRICA,Sylvia,11,41
1900,FEMALE,SOUTH AFRICA,Carina,11,41
1900,FEMALE,SOUTH AFRICA,Elise,11,41
1900,FEMALE,SOUTH AFRICA,Jamie,11,41
1900,FEMALE,SOUTH AFRICA,Karina,11,41
1900,FEMALE,SOUTH AFRICA,Carina,11,41
1900,FEMALE,SOUTH AFRICA,Samara,11,41
1900,FEMALE,SOUTH AFRICA,Alexandra,11,41
1900,FEMALE,SOUTH AFRICA,Syeda,11,41
1900,FEMALE,SOUTH AFRICA,Alexandra,11,41
1900,FEMALE,SOUTH AFRICA,Syeda,11,41
1900,FEMALE,SOUTH AFRICA,Amanda,11,41
1900,FEMALE,SOUTH AFRICA,Amanda,11,41
1900,FEMALE,SOUTH AFRICA,Hana,11,41
1900,FEMALE,SOUTH AFRICA,Jamie,11,41
1900,FEMALE,SOUTH AFRICA,Jannat,11,41
1900,FEMALE,SOUTH AFRICA,Athena,10,42
1900,FEMALE,SOUTH AFRICA,Jessie,10,42
1900,FEMALE,SOUTH AFRICA,Annika,10,42
1900,FEMALE,SOUTH AFRICA,Lillian,10,42
1900,FEMALE,SOUTH AFRICA,Leila,10,42
1900,FEMALE,SOUTH AFRICA,Connie,10,42
1900,FEMALE,SOUTH AFRICA,Eunice,10,42
1900,FEMALE,SOUTH AFRICA,Ananya,10,42
1900,FEMALE,SOUTH AFRICA,Leila,10,42
1900,FEMALE,SOUTH AFRICA,Layla,10,42
1900,FEMALE,SOUTH AFRICA,Athena,10,42
1900,FEMALE,SOUTH AFRICA,Sunny,10,42
1900,FEMALE,SOUTH AFRICA,Ada,10,42
1900,FEMALE,SOUTH AFRICA,Linda,10,42
1900,FEMALE,SOUTH AFRICA,Annabelle,10,42
1900,FEMALE,SOUTH AFRICA,Eunice,10,42
1900,FEMALE,SOUTH AFRICA,Vanessa,10,42
1900,FEMALE,SOUTH AFRICA,Leela,10,42
1900,FEMALE,SOUTH AFRICA,Connie,10,42
1900,FEMALE,SOUTH AFRICA,Leela,10,42
1900,FEMALE,SOUTH AFRICA,Lena,10,42
1900,FEMALE,SOUTH AFRICA,Vanessa,10,42
1900,FEMALE,SOUTH AFRICA,Ada,10,42
1900,FEMALE,SOUTH AFRICA,Lillian,10,42
1900,FEMALE,SOUTH AFRICA,Linda,10,42
1900,FEMALE,SOUTH AFRICA,Annika,10,42
1900,FEMALE,SOUTH AFRICA,Lena,10,42
1900,FEMALE,SOUTH AFRICA,Emaan,10,42
1900,FEMALE,SOUTH AFRICA,Emaan,10,42
1900,FEMALE,SOUTH AFRICA,Jessie,10,42
1900,FEMALE,SOUTH AFRICA,Annabelle,10,42
1900,FEMALE,SOUTH AFRICA,Ananya,10,42
1900,FEMALE,SOUTH AFRICA,Sunny,10,42
1900,FEMALE,GAUTENG,Madison,134,1
1900,FEMALE,GAUTENG,London,76,2
1900,FEMALE,GAUTENG,Aaliyah,73,3
1900,FEMALE,GAUTENG,Aaliyah,73,3
1900,FEMALE,GAUTENG,Ava,70,4
1900,FEMALE,GAUTENG,Ava,70,4
1900,FEMALE,GAUTENG,Sipho,68,5
1900,FEMALE,GAUTENG,Sipho,68,5
1900,FEMALE,GAUTENG,Lwazi,64,6
1900,FEMALE,GAUTENG,Lwazi,64,6
1900,FEMALE,GAUTENG,Taylor,57,7
1900,FEMALE,GAUTENG,Taylor,57,7
1900,FEMALE,GAUTENG,Kayla,56,8
1900,FEMALE,GAUTENG,Kayla,56,8
1900,FEMALE,GAUTENG,Serenity,54,9
1900,FEMALE,GAUTENG,Serenity,54,9
1900,FEMALE,GAUTENG,Brielle,51,10
1900,FEMALE,GAUTENG,Brielle,51,10
1900,FEMALE,GAUTENG,Nevaeh,48,11
1900,FEMALE,GAUTENG,Arianna,48,11
1900,FEMALE,GAUTENG,Nevaeh,48,11
1900,FEMALE,GAUTENG,Abigail,48,11
1900,FEMALE,GAUTENG,Arianna,48,11
1900,FEMALE,GAUTENG,Isabella,47,12
1900,FEMALE,GAUTENG,Isabella,47,12
1900,FEMALE,GAUTENG,Ariel,45,13
1900,FEMALE,GAUTENG,Makayla,45,13
1900,FEMALE,GAUTENG,Zoe,45,13
1900,FEMALE,GAUTENG,Makayla,45,13
1900,FEMALE,GAUTENG,Ariel,45,13
1900,FEMALE,GAUTENG,Faith,45,13
1900,FEMALE,GAUTENG,Faith,45,13
1900,FEMALE,GAUTENG,Fatoumata,44,14
1900,FEMALE,GAUTENG,Fatoumata,44,14
1900,FEMALE,GAUTENG,Leah,43,15
1900,FEMALE,GAUTENG,Naomi,43,15
1900,FEMALE,GAUTENG,Naomi,43,15
1900,FEMALE,GAUTENG,Leah,43,15
1900,FEMALE,GAUTENG,Skylar,42,16
1900,FEMALE,GAUTENG,Khloe,41,17
1900,FEMALE,GAUTENG,Khloe,41,17
1900,FEMALE,GAUTENG,Victoria,39,18
1900,FEMALE,GAUTENG,Mia,39,18
1900,FEMALE,GAUTENG,Laila,38,19
1900,FEMALE,GAUTENG,Laila,38,19
1900,FEMALE,GAUTENG,MDUDUZI,37,20
1900,FEMALE,GAUTENG,Jayla,37,20
1900,FEMALE,GAUTENG,Jayla,37,20
1900,FEMALE,GAUTENG,Zoey,36,21
1900,FEMALE,GAUTENG,Zoey,36,21
1900,FEMALE,GAUTENG,Nyla,35,22
1900,FEMALE,GAUTENG,Nyla,35,22
1900,FEMALE,GAUTENG,Alyssa,35,22
1900,FEMALE,GAUTENG,Sarah,34,23
1900,FEMALE,GAUTENG,Nia,34,23
1900,FEMALE,GAUTENG,Sarah,34,23
1900,FEMALE,GAUTENG,Nia,34,23
1900,FEMALE,GAUTENG,Jasmine,33,24
1900,FEMALE,GAUTENG,Jasmine,33,24
1900,FEMALE,GAUTENG,Emily,33,24
1900,FEMALE,GAUTENG,Emily,33,24
1900,FEMALE,GAUTENG,Gabrielle,33,24
1900,FEMALE,GAUTENG,Gabrielle,33,24
1900,FEMALE,GAUTENG,Grace,32,25
1900,FEMALE,GAUTENG,Hailey,32,25
1900,FEMALE,GAUTENG,Mariam,32,25
1900,FEMALE,GAUTENG,Mariam,32,25
1900,FEMALE,GAUTENG,Hailey,32,25
1900,FEMALE,GAUTENG,Grace,32,25
1900,FEMALE,GAUTENG,Gabriella,31,26
1900,FEMALE,GAUTENG,Jada,31,26
1900,FEMALE,GAUTENG,WILSON,31,26
1900,FEMALE,GAUTENG,Peyton,31,26
1900,FEMALE,GAUTENG,Gabriella,31,26
1900,FEMALE,GAUTENG,Peyton,31,26
1900,FEMALE,GAUTENG,WILSON,31,26
1900,FEMALE,GAUTENG,Jada,31,26
1900,FEMALE,GAUTENG,norahta,30,27
1900,FEMALE,GAUTENG,norahta,30,27
1900,FEMALE,GAUTENG,Kylie,29,28
1900,FEMALE,GAUTENG,Kylie,29,28
1900,FEMALE,GAUTENG,Destiny,28,29
1900,FEMALE,GAUTENG,Malia,28,29
1900,FEMALE,GAUTENG,Jade,28,29
1900,FEMALE,GAUTENG,Aniyah,28,29
1900,FEMALE,GAUTENG,Jade,28,29
1900,FEMALE,GAUTENG,Malia,28,29
1900,FEMALE,GAUTENG,Aniyah,28,29
1900,FEMALE,GAUTENG,Mariah,28,29
1900,FEMALE,GAUTENG,Milan,28,29
1900,FEMALE,GAUTENG,Milan,28,29
1900,FEMALE,GAUTENG,Mariah,28,29
1900,FEMALE,GAUTENG,Destiny,28,29
1900,FEMALE,GAUTENG,Kennedy,27,30
1900,FEMALE,GAUTENG,Morgan,27,30
1900,FEMALE,GAUTENG,Paige,27,30
1900,FEMALE,GAUTENG,Arielle,27,30
1900,FEMALE,GAUTENG,Oumou,27,30
1900,FEMALE,GAUTENG,Morgan,27,30
1900,FEMALE,GAUTENG,Kennedy,27,30
1900,FEMALE,GAUTENG,Arielle,27,30
1900,FEMALE,GAUTENG,Paige,27,30
1900,FEMALE,GAUTENG,Oumou,27,30
1900,FEMALE,GAUTENG,Nylah,26,31
1900,FEMALE,GAUTENG,Chelsea,26,31
1900,FEMALE,GAUTENG,Chelsea,26,31
1900,FEMALE,GAUTENG,Nylah,26,31
1900,FEMALE,GAUTENG,Riley,26,31
1900,FEMALE,GAUTENG,Riley,26,31
1900,FEMALE,GAUTENG,norah,25,32
1900,FEMALE,GAUTENG,Aubrey,25,32
1900,FEMALE,GAUTENG,norah,25,32
1900,FEMALE,GAUTENG,Aubrey,25,32
1900,FEMALE,GAUTENG,Sophia,24,33
1900,FEMALE,GAUTENG,Brooke,24,33
1900,FEMALE,GAUTENG,Brianna,24,33
1900,FEMALE,GAUTENG,Sophia,24,33
1900,FEMALE,GAUTENG,Layla,24,33
1900,FEMALE,GAUTENG,Brianna,24,33
1900,FEMALE,GAUTENG,Layla,24,33
1900,FEMALE,GAUTENG,Brooke,24,33
1900,FEMALE,GAUTENG,Ariana,23,34
1900,FEMALE,GAUTENG,Ariana,23,34
1900,FEMALE,GAUTENG,Elizabeth,23,34
1900,FEMALE,GAUTENG,Skyla,23,34
1900,FEMALE,GAUTENG,Elizabeth,23,34
1900,FEMALE,GAUTENG,Skyla,23,34
1900,FEMALE,GAUTENG,Imani,22,35
1900,FEMALE,GAUTENG,Heaven,22,35
1900,FEMALE,GAUTENG,Maya,22,35
1900,FEMALE,GAUTENG,Amelia,22,35
1900,FEMALE,GAUTENG,Heaven,22,35
1900,FEMALE,GAUTENG,Amaya,22,35
1900,FEMALE,GAUTENG,Amaya,22,35
1900,FEMALE,GAUTENG,Fatima,22,35
1900,FEMALE,GAUTENG,Trinity,22,35
1900,FEMALE,GAUTENG,Imani,22,35
1900,FEMALE,GAUTENG,Maya,22,35
1900,FEMALE,GAUTENG,Trinity,22,35
1900,FEMALE,GAUTENG,Fatima,22,35
1900,FEMALE,GAUTENG,Mya,22,35
1900,FEMALE,GAUTENG,Mya,22,35
1900,FEMALE,GAUTENG,Aisha,21,36
1900,FEMALE,GAUTENG,Autumn,21,36
1900,FEMALE,GAUTENG,Autumn,21,36
1900,FEMALE,GAUTENG,Hannah,21,36
1900,FEMALE,GAUTENG,Summer,21,36
1900,FEMALE,GAUTENG,Summer,21,36
1900,FEMALE,GAUTENG,Sydney,21,36
1900,FEMALE,GAUTENG,Bella,21,36
1900,FEMALE,GAUTENG,Hannah,21,36
1900,FEMALE,GAUTENG,Sydney,21,36
1900,FEMALE,GAUTENG,Aisha,21,36
1900,FEMALE,GAUTENG,Sarai,20,37
1900,FEMALE,GAUTENG,Mariama,20,37
1900,FEMALE,GAUTENG,Londyn,20,37
1900,FEMALE,GAUTENG,Mariama,20,37
1900,FEMALE,GAUTENG,Christina,20,37
1900,FEMALE,GAUTENG,Paris,20,37
1900,FEMALE,GAUTENG,Paris,20,37
1900,FEMALE,GAUTENG,Sarai,20,37
1900,FEMALE,GAUTENG,Hawa,19,38
1900,FEMALE,GAUTENG,Anaya,19,38
1900,FEMALE,GAUTENG,Miracle,19,38
1900,FEMALE,GAUTENG,Michelle,19,38
1900,FEMALE,GAUTENG,Anaya,19,38
1900,FEMALE,GAUTENG,Michelle,19,38
1900,FEMALE,GAUTENG,Miracle,19,38
1900,FEMALE,GAUTENG,Hawa,19,38
1900,FEMALE,GAUTENG,norah,18,39
1900,FEMALE,GAUTENG,norah,18,39
1900,FEMALE,GAUTENG,Amiyah,18,39
1900,FEMALE,GAUTENG,Lauren,18,39
1900,FEMALE,GAUTENG,Amiyah,18,39
1900,FEMALE,GAUTENG,Leila,17,40
1900,FEMALE,GAUTENG,McKenzie,17,40
1900,FEMALE,GAUTENG,McKenzie,17,40
1900,FEMALE,GAUTENG,Jordyn,17,40
1900,FEMALE,GAUTENG,Genesis,17,40
1900,FEMALE,GAUTENG,Payton,17,40
1900,FEMALE,GAUTENG,Payton,17,40
1900,FEMALE,GAUTENG,Jordyn,17,40
1900,FEMALE,GAUTENG,Leila,17,40
1900,FEMALE,GAUTENG,Alana,16,41
1900,FEMALE,GAUTENG,Kaylin,16,41
1900,FEMALE,GAUTENG,Samantha,16,41
1900,FEMALE,GAUTENG,Zuri,16,41
1900,FEMALE,GAUTENG,Harmony,16,41
1900,FEMALE,GAUTENG,Talia,16,41
1900,FEMALE,GAUTENG,Samantha,16,41
1900,FEMALE,GAUTENG,Ashley,16,41
1900,FEMALE,GAUTENG,Ashley,16,41
1900,FEMALE,GAUTENG,Amber,16,41
1900,FEMALE,GAUTENG,Zuri,16,41
1900,FEMALE,GAUTENG,Gianna,16,41
1900,FEMALE,GAUTENG,Harmony,16,41
1900,FEMALE,GAUTENG,Maliyah,16,41
1900,FEMALE,GAUTENG,Talia,16,41
1900,FEMALE,GAUTENG,Kaylin,16,41
1900,FEMALE,GAUTENG,Alana,16,41
1900,FEMALE,GAUTENG,Amber,16,41
1900,FEMALE,GAUTENG,Lily,15,42
1900,FEMALE,GAUTENG,Lily,15,42
1900,FEMALE,GAUTENG,Sofia,15,42
1900,FEMALE,GAUTENG,Aniya,15,42
1900,FEMALE,GAUTENG,Eden,15,42
1900,FEMALE,GAUTENG,Eden,15,42
1900,FEMALE,GAUTENG,Sofia,15,42
1900,FEMALE,GAUTENG,Aniya,15,42
1900,FEMALE,GAUTENG,Amira,14,43
1900,FEMALE,GAUTENG,Aissatou,14,43
1900,FEMALE,GAUTENG,Sanaa,14,43
1900,FEMALE,GAUTENG,Sanai,14,43
1900,FEMALE,GAUTENG,Aliyah,14,43
1900,FEMALE,GAUTENG,Skylah,14,43
1900,FEMALE,GAUTENG,Sanaa,14,43
1900,FEMALE,GAUTENG,Aria,14,43
1900,FEMALE,GAUTENG,Lyric,14,43
1900,FEMALE,GAUTENG,Aria,14,43
1900,FEMALE,GAUTENG,Amira,14,43
1900,FEMALE,GAUTENG,Lyric,14,43
1900,FEMALE,GAUTENG,Tamia,14,43
1900,FEMALE,GAUTENG,Aissatou,14,43
1900,FEMALE,GAUTENG,Tamia,14,43
1900,FEMALE,GAUTENG,Sanai,14,43
1900,FEMALE,GAUTENG,Aliyah,14,43
1900,FEMALE,GAUTENG,Janiyah,14,43
1900,FEMALE,GAUTENG,Sariah,13,44
1900,FEMALE,GAUTENG,Isabelle,13,44
1900,FEMALE,GAUTENG,Kiara,13,44
1900,FEMALE,GAUTENG,Kimora,13,44
1900,FEMALE,GAUTENG,Kylee,13,44
1900,FEMALE,GAUTENG,Kadiatou,13,44
1900,FEMALE,GAUTENG,Jaliyah,13,44
1900,FEMALE,GAUTENG,Isabelle,13,44
1900,FEMALE,GAUTENG,Melanie,13,44
1900,FEMALE,GAUTENG,Kylee,13,44
1900,FEMALE,GAUTENG,Danielle,13,44
1900,FEMALE,GAUTENG,Eva,13,44
1900,FEMALE,GAUTENG,Egypt,13,44
1900,FEMALE,GAUTENG,Danielle,13,44
1900,FEMALE,GAUTENG,Dakota,13,44
1900,FEMALE,GAUTENG,Kadiatou,13,44
1900,FEMALE,GAUTENG,Camille,13,44
1900,FEMALE,GAUTENG,Aicha,13,44
1900,FEMALE,GAUTENG,Sariah,13,44
1900,FEMALE,GAUTENG,Jaliyah,13,44
1900,FEMALE,GAUTENG,Angel,13,44
1900,FEMALE,GAUTENG,Angel,13,44
1900,FEMALE,GAUTENG,Camille,13,44
1900,FEMALE,GAUTENG,Wynter,13,44
1900,FEMALE,GAUTENG,Kimora,13,44
1900,FEMALE,GAUTENG,Aicha,13,44
1900,FEMALE,GAUTENG,Egypt,13,44
1900,FEMALE,GAUTENG,Wynter,13,44
1900,FEMALE,GAUTENG,Dakota,13,44
1900,FEMALE,GAUTENG,Kourtney,12,45
1900,FEMALE,GAUTENG,Alexis,12,45
1900,FEMALE,GAUTENG,Journey,12,45
1900,FEMALE,GAUTENG,Asia,12,45
1900,FEMALE,GAUTENG,Zaniyah,12,45
1900,FEMALE,GAUTENG,Amirah,12,45
1900,FEMALE,GAUTENG,Adrianna,12,45
1900,FEMALE,GAUTENG,Angelina,12,45
1900,FEMALE,GAUTENG,Sasha,12,45
1900,FEMALE,GAUTENG,Sasha,12,45
1900,FEMALE,GAUTENG,Avery,12,45
1900,FEMALE,GAUTENG,Asia,12,45
1900,FEMALE,GAUTENG,Samiyah,12,45
1900,FEMALE,GAUTENG,Avery,12,45
1900,FEMALE,GAUTENG,Madisyn,12,45
1900,FEMALE,GAUTENG,Emani,12,45
1900,FEMALE,GAUTENG,Phoenix,12,45
1900,FEMALE,GAUTENG,Nahla,12,45
1900,FEMALE,GAUTENG,Emani,12,45
1900,FEMALE,GAUTENG,Kaitlyn,12,45
1900,FEMALE,GAUTENG,Melody,12,45
1900,FEMALE,GAUTENG,Melody,12,45
1900,FEMALE,GAUTENG,Madisyn,12,45
1900,FEMALE,GAUTENG,Kourtney,12,45
1900,FEMALE,GAUTENG,Amirah,12,45
1900,FEMALE,GAUTENG,Nahla,12,45
1900,FEMALE,GAUTENG,Journey,12,45
1900,FEMALE,GAUTENG,Kaitlyn,12,45
1900,FEMALE,GAUTENG,Adrianna,12,45
1900,FEMALE,GAUTENG,Phoenix,12,45
1900,FEMALE,GAUTENG,Janelle,11,46
1900,FEMALE,GAUTENG,Janelle,11,46
1900,FEMALE,GAUTENG,Saige,11,46
1900,FEMALE,GAUTENG,Bria,11,46
1900,FEMALE,GAUTENG,Zariah,11,46
1900,FEMALE,GAUTENG,Isis,11,46
1900,FEMALE,GAUTENG,Mackenzie,11,46
1900,FEMALE,GAUTENG,Janae,11,46
1900,FEMALE,GAUTENG,Giselle,11,46
1900,FEMALE,GAUTENG,Zariah,11,46
1900,FEMALE,GAUTENG,Shania,11,46
1900,FEMALE,GAUTENG,Scarlett,11,46
1900,FEMALE,GAUTENG,Saniyah,11,46
1900,FEMALE,GAUTENG,Saige,11,46
1900,FEMALE,GAUTENG,Princess,11,46
1900,FEMALE,GAUTENG,Mackenzie,11,46
1900,FEMALE,GAUTENG,Janae,11,46
1900,FEMALE,GAUTENG,Isis,11,46
1900,FEMALE,GAUTENG,Giselle,11,46
1900,FEMALE,GAUTENG,Shania,11,46
1900,FEMALE,GAUTENG,Bria,11,46
1900,FEMALE,GAUTENG,Alexandra,11,46
1900,FEMALE,GAUTENG,Alexandra,11,46
1900,FEMALE,GAUTENG,Abrielle,11,46
1900,FEMALE,GAUTENG,Abrielle,11,46
1900,FEMALE,GAUTENG,Scarlett,11,46
1900,FEMALE,GAUTENG,Saniyah,11,46
1900,FEMALE,GAUTENG,Esther,10,47
1900,FEMALE,GAUTENG,Amani,10,47
1900,FEMALE,GAUTENG,Esther,10,47
1900,FEMALE,GAUTENG,Aissata,10,47
1900,FEMALE,GAUTENG,Jessica,10,47
1900,FEMALE,GAUTENG,Kyla,10,47
1900,FEMALE,GAUTENG,Nadia,10,47
1900,FEMALE,GAUTENG,Precious,10,47
1900,FEMALE,GAUTENG,Precious,10,47
1900,FEMALE,GAUTENG,Samara,10,47
1900,FEMALE,GAUTENG,Jessica,10,47
1900,FEMALE,GAUTENG,Tiana,10,47
1900,FEMALE,GAUTENG,Zara,10,47
1900,FEMALE,GAUTENG,Zara,10,47
1900,FEMALE,GAUTENG,Azaria,10,47
1900,FEMALE,GAUTENG,Aissata,10,47
1900,FEMALE,GAUTENG,Amani,10,47
1900,FEMALE,GAUTENG,Samara,10,47
1900,FEMALE,GAUTENG,Kyla,10,47
1900,FEMALE,GAUTENG,Tiana,10,47
1900,FEMALE,GAUTENG,Nadia,10,47
1900,FEMALE,GAUTENG,Azaria,10,47
1900,FEMALE,EASTERN CAPE,Isabella,326,1
1900,FEMALE,EASTERN CAPE,Sophia,291,2
1900,FEMALE,EASTERN CAPE,Mia,237,3
1900,FEMALE,EASTERN CAPE,Sofia,187,4
1900,FEMALE,EASTERN CAPE,Sofia,187,4
1900,FEMALE,EASTERN CAPE,Emily,184,5
1900,FEMALE,EASTERN CAPE,Emily,184,5
1900,FEMALE,EASTERN CAPE,norah,182,6
1900,FEMALE,EASTERN CAPE,norah,182,6
1900,FEMALE,EASTERN CAPE,Camila,157,7
1900,FEMALE,EASTERN CAPE,Camila,157,7
1900,FEMALE,EASTERN CAPE,Ashley,132,8
1900,FEMALE,EASTERN CAPE,Leah,124,9
1900,FEMALE,EASTERN CAPE,Samantha,117,10
1900,FEMALE,EASTERN CAPE,Samantha,117,10
1900,FEMALE,EASTERN CAPE,Valentina,115,11
1900,FEMALE,EASTERN CAPE,Valentina,115,11
1900,FEMALE,EASTERN CAPE,Victoria,113,12
1900,FEMALE,EASTERN CAPE,Victoria,113,12
1900,FEMALE,EASTERN CAPE,Madison,106,13
1900,FEMALE,EASTERN CAPE,Madison,106,13
1900,FEMALE,EASTERN CAPE,Allison,102,14
1900,FEMALE,EASTERN CAPE,Allison,102,14
1900,FEMALE,EASTERN CAPE,Genesis,100,15
1900,FEMALE,EASTERN CAPE,Brianna,99,16
1900,FEMALE,EASTERN CAPE,Brianna,99,16
1900,FEMALE,EASTERN CAPE,Abigail,95,17
1900,FEMALE,EASTERN CAPE,Abigail,95,17
1900,FEMALE,EASTERN CAPE,Hailey,94,18
1900,FEMALE,EASTERN CAPE,Hailey,94,18
1900,FEMALE,EASTERN CAPE,Melanie,93,19
1900,FEMALE,EASTERN CAPE,Melanie,93,19
1900,FEMALE,EASTERN CAPE,Nicole,92,20
1900,FEMALE,EASTERN CAPE,Nicole,92,20
1900,FEMALE,EASTERN CAPE,Zoe,89,21
1900,FEMALE,EASTERN CAPE,Zoe,89,21
1900,FEMALE,EASTERN CAPE,Lwazi,87,22
1900,FEMALE,EASTERN CAPE,Amy,82,23
1900,FEMALE,EASTERN CAPE,Amy,82,23
1900,FEMALE,EASTERN CAPE,MDUDUZI,81,24
1900,FEMALE,EASTERN CAPE,MDUDUZI,81,24
1900,FEMALE,EASTERN CAPE,Ariana,80,25
1900,FEMALE,EASTERN CAPE,Gabriella,80,25
1900,FEMALE,EASTERN CAPE,Gabriella,80,25
1900,FEMALE,EASTERN CAPE,Scarlett,77,26
1900,FEMALE,EASTERN CAPE,Scarlett,77,26
1900,FEMALE,EASTERN CAPE,Arianna,76,27
1900,FEMALE,EASTERN CAPE,Arianna,76,27
1900,FEMALE,EASTERN CAPE,Kimberly,69,28
1900,FEMALE,EASTERN CAPE,Kimberly,69,28
1900,FEMALE,EASTERN CAPE,Ava,68,29
1900,FEMALE,EASTERN CAPE,Ava,68,29
1900,FEMALE,EASTERN CAPE,Elizabeth,61,30
1900,FEMALE,EASTERN CAPE,Bella,59,31
1900,FEMALE,EASTERN CAPE,Bella,59,31
1900,FEMALE,EASTERN CAPE,Alexa,57,32
1900,FEMALE,EASTERN CAPE,Alexa,57,32
1900,FEMALE,EASTERN CAPE,Aaliyah,56,33
1900,FEMALE,EASTERN CAPE,Aaliyah,56,33
1900,FEMALE,EASTERN CAPE,Angelina,55,34
